# #nu(Hz) #T #rho #c #s
0.000000e+00 1.208333e+00 2.083326e-01 1.190237e+00 0.000000e+00
1.000000e+09 6.247956e-30 6.075601e-30 1.457403e-30 -3.389386e-45
2.000000e+09 1.585560e-30 1.542017e-30 3.690320e-31 -4.553229e-46
3.000000e+09 7.225807e-31 7.028858e-31 1.675541e-31 6.540415e-47
4.000000e+09 4.210614e-31 4.097065e-31 9.712499e-32 -6.912932e-47
5.000000e+09 2.821056e-31 2.746031e-31 6.462738e-32 -4.555980e-47
6.000000e+09 2.073090e-31 2.018905e-31 4.708783e-32 -1.983262e-47
7.000000e+09 1.629848e-31 1.588132e-31 3.663890e-32 -1.345708e-47
8.000000e+09 1.350995e-31 1.317267e-31 2.999943e-32 -1.124850e-47
9.000000e+09 1.169970e-31 1.141600e-31 2.560826e-32 -6.306368e-48
1.000000e+10 1.052326e-31 1.027659e-31 2.265103e-32 -3.733841e-48
1.100000e+10 9.793250e-32 9.572506e-32 2.067575e-32 2.780386e-48
1.200000e+10 9.407801e-32 9.205106e-32 1.942355e-32 -1.119773e-48
1.300000e+10 9.317711e-32 9.127141e-32 1.874844e-32 8.788489e-49
1.400000e+10 9.512362e-32 9.329171e-32 1.857844e-32 1.308549e-48
1.500000e+10 1.001692e-31 9.837030e-32 1.889839e-32 1.562678e-48
1.600000e+10 1.089947e-31 1.071909e-31 1.974714e-32 1.831537e-48
1.700000e+10 1.229177e-31 1.210707e-31 2.122815e-32 4.186558e-48
1.800000e+10 1.443533e-31 1.424211e-31 2.353890e-32 3.858003e-48
1.900000e+10 1.778391e-31 1.757721e-31 2.703518e-32 1.040604e-47
2.000000e+10 2.324965e-31 2.302317e-31 3.237246e-32 1.507477e-47
2.100000e+10 3.287196e-31 3.261722e-31 4.084444e-32 -1.223592e-47
2.200000e+10 5.199493e-31 5.169984e-31 5.531670e-32 4.158925e-47
2.300000e+10 9.859682e-31 9.824313e-31 8.343882e-32 1.075550e-46
2.400000e+10 2.682615e-30 2.678199e-30 1.538632e-31 3.230823e-46
2.500000e+10 2.424599e-29 2.424018e-29 5.304265e-31 3.786563e-45
2.600000e+10 2.288605e-29 2.287790e-29 -6.109112e-31 7.411819e-45
2.700000e+10 2.611922e-30 2.599318e-30 -2.562795e-31 2.513708e-46
2.800000e+10 9.684737e-31 9.458780e-31 -2.079807e-31 3.599692e-46
2.900000e+10 5.290076e-31 4.757280e-31 -2.313698e-31 1.583081e-46
3.000000e+10 4.443278e-31 1.869699e-31 -4.030750e-31 5.376301e-46
3.100000e+10 3.255403e-30 -2.811932e-30 1.640331e-30 3.116155e-45
3.200000e+10 2.333590e-31 1.034349e-31 2.091832e-31 2.050633e-47
3.300000e+10 1.548381e-31 1.165270e-31 1.019622e-31 -6.304932e-47
3.400000e+10 1.238303e-31 1.054981e-31 6.483894e-32 -1.293150e-47
3.500000e+10 1.063420e-31 9.544758e-32 4.688701e-32 -2.904893e-48
3.600000e+10 9.566910e-32 8.832775e-32 3.675303e-32 -6.092874e-48
3.700000e+10 8.935412e-32 8.397549e-32 3.053317e-32 -1.590366e-48
3.800000e+10 8.628837e-32 8.210065e-32 2.655494e-32 2.403267e-48
3.900000e+10 8.599864e-32 8.258094e-32 2.400323e-32 3.428610e-48
4.000000e+10 8.842317e-32 8.552507e-32 2.245259e-32 4.719744e-48
4.100000e+10 9.386982e-32 9.133158e-32 2.168149e-32 4.617285e-48
4.200000e+10 1.030981e-31 1.008114e-31 2.159367e-32 4.794859e-48
4.300000e+10 1.175598e-31 1.154468e-31 2.218905e-32 3.916190e-48
4.400000e+10 1.399416e-31 1.379429e-31 2.356716e-32 3.641446e-48
4.500000e+10 1.754052e-31 1.734725e-31 2.596675e-32 3.305951e-48
4.600000e+10 2.346890e-31 2.327801e-31 2.987297e-32 2.251661e-47
4.700000e+10 3.430433e-31 3.411178e-31 3.629507e-32 2.250869e-47
4.800000e+10 5.719066e-31 5.699232e-31 4.758914e-32 3.420971e-47
4.900000e+10 1.195167e-30 1.193080e-30 7.061258e-32 1.434886e-46
5.000000e+10 4.155595e-30 4.153347e-30 1.366724e-31 -2.807627e-47
5.100000e+10 3.170005e-28 3.169980e-28 1.254040e-30 -7.554088e-45
5.200000e+10 6.858861e-30 6.856050e-30 -1.963579e-31 5.966969e-46
5.300000e+10 1.499618e-30 1.496334e-30 -9.919503e-32 1.620058e-46
5.400000e+10 6.493000e-31 6.453250e-31 -7.173674e-32 9.111755e-47
5.500000e+10 3.684220e-31 3.634011e-31 -6.061702e-32 9.558409e-47
5.600000e+10 2.432638e-31 2.365706e-31 -5.667137e-32 2.128736e-47
5.700000e+10 1.780585e-31 1.684707e-31 -5.764070e-32 3.406842e-47
5.800000e+10 1.417834e-31 1.265528e-31 -6.392902e-32 -1.553992e-47
5.900000e+10 1.239574e-31 9.538772e-32 -7.916200e-32 4.724238e-47
6.000000e+10 1.307233e-31 5.671857e-32 -1.177777e-31 5.320111e-47
6.100000e+10 3.362292e-31 -1.698244e-31 -2.901891e-31 5.812248e-46
6.200000e+10 7.363055e-31 -5.834631e-31 4.491288e-31 5.104162e-46
6.300000e+10 1.235136e-31 2.135492e-32 1.216535e-31 8.415078e-47
6.400000e+10 8.824406e-32 5.324479e-32 7.037049e-32 -6.260042e-48
6.500000e+10 8.005588e-32 6.226436e-32 5.031992e-32 4.426779e-48
6.600000e+10 7.921510e-32 6.827749e-32 4.016485e-32 1.951762e-48
6.700000e+10 8.261325e-32 7.507537e-32 3.447662e-32 -3.993015e-48
6.800000e+10 8.997855e-32 8.436379e-32 3.128722e-32 3.552331e-48
6.900000e+10 1.022650e-31 9.783575e-32 2.977080e-32 5.230870e-48
7.000000e+10 1.217424e-31 1.180877e-31 2.960592e-32 -1.872084e-48
7.100000e+10 1.530233e-31 1.498944e-31 3.078612e-32 9.851144e-48
7.200000e+10 2.059314e-31 2.031674e-31 3.362709e-32 1.695619e-47
7.300000e+10 3.040393e-31 3.015292e-31 3.898802e-32 2.234319e-47
7.400000e+10 5.159157e-31 5.135786e-31 4.905136e-32 3.570911e-47
7.500000e+10 1.117464e-30 1.115237e-30 7.051186e-32 8.629659e-47
7.600000e+10 4.312507e-30 4.310338e-30 1.367538e-31 1.626532e-46
7.700000e+10 2.884247e-26 2.884247e-26 1.115646e-29 2.927899e-42
7.800000e+10 4.454615e-30 4.452423e-30 -1.397372e-31 4.233383e-46
7.900000e+10 1.107545e-30 1.105270e-30 -7.095596e-32 1.417405e-46
8.000000e+10 4.987593e-31 4.963454e-31 -4.901119e-32 1.796583e-47
8.100000e+10 2.878966e-31 2.852755e-31 -3.876045e-32 5.446468e-47
8.200000e+10 1.913323e-31 1.884138e-31 -3.329100e-32 1.649168e-47
8.300000e+10 1.396455e-31 1.363042e-31 -3.036465e-32 1.315702e-47
8.400000e+10 1.092122e-31 1.052638e-31 -2.910044e-32 1.404089e-47
8.500000e+10 9.026313e-32 8.541986e-32 -2.916983e-32 1.972554e-47
8.600000e+10 7.824262e-32 7.202444e-32 -3.056776e-32 1.751615e-47
8.700000e+10 7.093348e-32 6.246982e-32 -3.360178e-32 1.261420e-47
8.800000e+10 6.745634e-32 5.498346e-32 -3.907911e-32 1.753473e-47
8.900000e+10 6.828134e-32 4.760720e-32 -4.894789e-32 1.808382e-47
9.000000e+10 7.735387e-32 3.559998e-32 -6.867505e-32 3.207840e-47
9.100000e+10 1.207425e-31 -7.429647e-33 -1.205137e-31 2.157922e-46
9.200000e+10 1.154955e-30 -1.037920e-30 -5.065999e-31 9.183560e-46
9.300000e+10 3.043065e-31 -1.797005e-31 2.455812e-31 1.033673e-46
9.400000e+10 1.088281e-31 2.823589e-32 1.051013e-31 -2.053508e-47
9.500000e+10 9.434745e-32 6.197818e-32 7.113471e-32 2.571582e-47
