# #nu(Hz) #T #rho #c #s
0.000000e+00 1.000000e+00 2.220446e-16 1.000000e+00 0.000000e+00
1.000000e+09 9.607318e-01 -7.956920e-03 9.598758e-01 3.975701e-02
2.000000e+09 8.623445e-01 -2.491988e-02 8.596809e-01 6.297424e-02
3.000000e+09 7.430359e-01 -3.964303e-02 7.388438e-01 6.812163e-02
4.000000e+09 6.311165e-01 -4.743405e-02 6.261759e-01 6.294300e-02
5.000000e+09 5.383646e-01 -4.927642e-02 5.333315e-01 5.445887e-02
6.000000e+09 4.663127e-01 -4.758951e-02 4.615669e-01 4.624692e-02
7.000000e+09 4.125001e-01 -4.424249e-02 4.082097e-01 3.954471e-02
8.000000e+09 3.737023e-01 -4.029029e-02 3.699142e-01 3.454826e-02
9.000000e+09 3.471422e-01 -3.620656e-02 3.438434e-01 3.112138e-02
1.000000e+10 3.308039e-01 -3.211741e-02 3.279528e-01 2.909669e-02
1.100000e+10 3.234381e-01 -2.794095e-02 3.209757e-01 2.839236e-02
1.200000e+10 3.245044e-01 -2.344707e-02 3.223482e-01 2.906884e-02
1.300000e+10 3.341387e-01 -1.826241e-02 3.321596e-01 3.138710e-02
1.400000e+10 3.531730e-01 -1.183731e-02 3.511434e-01 3.590762e-02
1.500000e+10 3.832020e-01 -3.390118e-03 3.806902e-01 4.367201e-02
1.600000e+10 4.266427e-01 8.131614e-03 4.228040e-01 5.652150e-02
1.700000e+10 4.866109e-01 2.394528e-02 4.797868e-01 7.759804e-02
1.800000e+10 5.661307e-01 4.482218e-02 5.531449e-01 1.119180e-01
1.900000e+10 6.656458e-01 6.921116e-02 6.408270e-01 1.662376e-01
2.000000e+10 7.777257e-01 8.947906e-02 7.324281e-01 2.457638e-01
2.100000e+10 8.813277e-01 8.917841e-02 8.062903e-01 3.445022e-01
2.200000e+10 9.463182e-01 5.159365e-02 8.387853e-01 4.350811e-01
2.300000e+10 9.535795e-01 -1.886729e-02 8.237521e-01 4.799898e-01
2.400000e+10 9.073660e-01 -9.255668e-02 7.744508e-01 4.636510e-01
2.500000e+10 8.257317e-01 -1.410822e-01 7.067291e-01 4.030666e-01
2.600000e+10 7.289353e-01 -1.574389e-01 6.319582e-01 3.273966e-01
2.700000e+10 6.337599e-01 -1.507406e-01 5.590319e-01 2.577058e-01
2.800000e+10 5.504552e-01 -1.329457e-01 4.943282e-01 2.024005e-01
2.900000e+10 4.829119e-01 -1.121471e-01 4.409462e-01 1.618435e-01
3.000000e+10 4.310575e-01 -9.220029e-02 3.993860e-01 1.334185e-01
3.100000e+10 3.931961e-01 -7.432523e-02 3.688243e-01 1.142258e-01
3.200000e+10 3.673990e-01 -5.846198e-02 3.480795e-01 1.020041e-01
3.300000e+10 3.521242e-01 -4.401060e-02 3.361202e-01 9.527706e-02
3.400000e+10 3.464339e-01 -3.014343e-02 3.322744e-01 9.328206e-02
3.500000e+10 3.500600e-01 -1.588978e-02 3.362904e-01 9.590784e-02
3.600000e+10 3.634378e-01 -1.131835e-04 3.483232e-01 1.037208e-01
3.700000e+10 3.877413e-01 1.854520e-02 3.688470e-01 1.181156e-01
3.800000e+10 4.248708e-01 4.166713e-02 3.984049e-01 1.416072e-01
3.900000e+10 4.771955e-01 7.079709e-02 4.369741e-01 1.782049e-01
4.000000e+10 5.465520e-01 1.064427e-01 4.825573e-01 2.335112e-01
4.100000e+10 6.316404e-01 1.455333e-01 5.287540e-01 3.133829e-01
4.200000e+10 7.235963e-01 1.772504e-01 5.627177e-01 4.189543e-01
4.300000e+10 8.037646e-01 1.815213e-01 5.689797e-01 5.379124e-01
4.400000e+10 8.526249e-01 1.395495e-01 5.435169e-01 6.419381e-01
4.500000e+10 8.660907e-01 5.291991e-02 5.036389e-01 7.026097e-01
4.600000e+10 8.551357e-01 -5.361056e-02 4.735813e-01 7.100026e-01
4.700000e+10 8.287239e-01 -1.493085e-01 4.628622e-01 6.710058e-01
4.800000e+10 7.869992e-01 -2.126475e-01 4.635474e-01 5.993935e-01
4.900000e+10 7.292992e-01 -2.371967e-01 4.623067e-01 5.117494e-01
5.000000e+10 6.611134e-01 -2.300929e-01 4.517353e-01 4.243388e-01
5.100000e+10 5.919445e-01 -2.044635e-01 4.326346e-01 3.484542e-01
5.200000e+10 5.298534e-01 -1.717475e-01 4.097997e-01 2.886375e-01
5.300000e+10 4.790902e-01 -1.386960e-01 3.878706e-01 2.446370e-01
5.400000e+10 4.408363e-01 -1.080552e-01 3.698272e-01 2.142161e-01
5.500000e+10 4.147531e-01 -8.019397e-02 3.571711e-01 1.949816e-01
5.600000e+10 4.001321e-01 -5.431712e-02 3.505220e-01 1.851746e-01
5.700000e+10 3.965185e-01 -2.909763e-02 3.500778e-01 1.839178e-01
5.800000e+10 4.039973e-01 -2.928073e-03 3.558281e-01 1.912892e-01
5.900000e+10 4.232876e-01 2.599133e-02 3.675153e-01 2.083970e-01
6.000000e+10 4.556513e-01 5.952214e-02 3.842920e-01 2.374761e-01
6.100000e+10 5.024176e-01 9.911872e-02 4.039383e-01 2.818381e-01
6.200000e+10 5.636637e-01 1.445219e-01 4.215526e-01 3.451429e-01
6.300000e+10 6.355523e-01 1.911105e-01 4.282649e-01 4.289436e-01
6.400000e+10 7.071977e-01 2.268122e-01 4.123809e-01 5.278511e-01
6.500000e+10 7.617967e-01 2.333713e-01 3.666556e-01 6.256482e-01
6.600000e+10 7.871004e-01 1.971913e-01 2.988577e-01 7.009470e-01
6.700000e+10 7.866733e-01 1.214251e-01 2.313110e-01 7.420284e-01
6.800000e+10 7.756262e-01 2.327036e-02 1.858406e-01 7.526738e-01
6.900000e+10 7.662107e-01 -7.817298e-02 1.722261e-01 7.424998e-01
