# #nu(Hz) #T #rho #c #s
0.000000e+00 1.000000e+00 -2.220446e-16 1.000000e+00 0.000000e+00
1.000000e+09 3.857203e-01 -2.479057e-02 3.836358e-01 3.144990e-02
2.000000e+09 3.939777e-01 1.634759e-02 3.899750e-01 5.357876e-02
3.000000e+09 9.563964e-01 -9.360366e-03 8.268232e-01 4.805932e-01
4.000000e+09 4.071807e-01 -6.487305e-02 3.837553e-01 1.196639e-01
5.000000e+09 4.338673e-01 6.348454e-02 3.999150e-01 1.558156e-01
6.000000e+09 8.610492e-01 -2.745407e-02 4.752916e-01 7.174607e-01
7.000000e+09 4.576887e-01 -1.066994e-01 3.813310e-01 2.295232e-01
8.000000e+09 5.069516e-01 1.193698e-01 3.947577e-01 2.948172e-01
9.000000e+09 7.715816e-01 -4.156782e-02 1.657976e-01 7.524105e-01
1.000000e+10 5.351279e-01 -1.473008e-01 3.534457e-01 3.738187e-01
1.100000e+10 6.065364e-01 1.761797e-01 3.339711e-01 4.746687e-01
1.200000e+10 7.175101e-01 -4.897742e-02 -5.267517e-02 7.138959e-01
1.300000e+10 6.319638e-01 -1.749511e-01 2.630527e-01 5.473331e-01
1.400000e+10 7.101379e-01 2.089790e-01 1.727198e-01 6.563470e-01
1.500000e+10 7.051028e-01 -5.081999e-02 -2.167270e-01 6.690416e-01
1.600000e+10 7.354566e-01 -1.734023e-01 7.446898e-02 7.108322e-01
1.700000e+10 7.947255e-01 1.938967e-01 -8.614256e-02 7.658800e-01
1.800000e+10 7.323587e-01 -4.735165e-02 -3.693812e-01 6.306065e-01
1.900000e+10 8.327802e-01 -1.371674e-01 -2.131962e-01 7.932562e-01
2.000000e+10 8.613176e-01 1.382293e-01 -3.846508e-01 7.581586e-01
2.100000e+10 7.935674e-01 -3.801371e-02 -5.397734e-01 5.804730e-01
2.200000e+10 9.116335e-01 -8.315261e-02 -5.399354e-01 7.298158e-01
2.300000e+10 9.214570e-01 7.261347e-02 -6.640749e-01 6.346770e-01
2.400000e+10 8.755455e-01 -2.424073e-02 -7.323376e-01 4.792431e-01
2.500000e+10 9.612201e-01 -3.874299e-02 -8.083823e-01 5.186147e-01
2.600000e+10 9.724895e-01 2.412668e-02 -8.806308e-01 4.118776e-01
2.700000e+10 9.528616e-01 -1.167407e-02 -9.088863e-01 2.858928e-01
2.800000e+10 9.827038e-01 -1.665978e-02 -9.569583e-01 2.228455e-01
2.900000e+10 9.979347e-01 1.276338e-03 -9.908607e-01 1.186046e-01
3.000000e+10 9.953570e-01 -3.697351e-03 -9.953437e-01 3.579246e-03
3.100000e+10 9.870744e-01 -1.235481e-02 -9.822067e-01 -9.712522e-02
3.200000e+10 9.815612e-01 -8.266419e-03 -9.636633e-01 -1.864057e-01
3.300000e+10 9.892096e-01 9.814889e-03 -9.422259e-01 -3.010807e-01
3.400000e+10 9.780340e-01 -2.187904e-02 -8.876836e-01 -4.099875e-01
3.500000e+10 9.229573e-01 -2.199799e-02 -8.173031e-01 -4.282311e-01
3.600000e+10 9.454551e-01 4.507286e-02 -7.662444e-01 -5.520175e-01
3.700000e+10 9.453109e-01 -4.900681e-02 -6.639632e-01 -6.710915e-01
3.800000e+10 8.436851e-01 -4.331983e-02 -6.196499e-01 -5.709308e-01
3.900000e+10 8.866539e-01 1.045714e-01 -5.170114e-01 -7.126845e-01
4.000000e+10 8.774277e-01 -9.225637e-02 -3.395864e-01 -8.037719e-01
4.100000e+10 7.726081e-01 -6.493686e-02 -4.303357e-01 -6.383711e-01
4.200000e+10 8.280564e-01 1.717047e-01 -2.358372e-01 -7.749682e-01
4.300000e+10 7.784721e-01 -1.321021e-01 -1.302810e-02 -7.670711e-01
4.400000e+10 7.291838e-01 -8.188236e-02 -2.644001e-01 -6.746087e-01
4.500000e+10 7.652179e-01 2.174054e-01 4.157255e-02 -7.325060e-01
4.600000e+10 6.654465e-01 -1.462001e-01 2.194306e-01 -6.109786e-01
4.700000e+10 7.221659e-01 -9.364066e-02 -1.027118e-01 -7.086645e-01
4.800000e+10 6.826312e-01 2.154517e-01 2.633487e-01 -5.917883e-01
4.900000e+10 5.569700e-01 -1.315521e-01 3.358373e-01 -4.244089e-01
5.000000e+10 7.544548e-01 -9.967425e-02 9.143685e-02 -7.422307e-01
5.100000e+10 5.837893e-01 1.681204e-01 3.864250e-01 -4.040064e-01
5.200000e+10 4.678181e-01 -1.009252e-01 3.718858e-01 -2.652711e-01
5.300000e+10 8.230979e-01 -9.506204e-02 3.578617e-01 -7.351112e-01
5.400000e+10 4.948662e-01 1.036185e-01 4.239233e-01 -2.333340e-01
5.500000e+10 4.056845e-01 -6.677092e-02 3.721898e-01 -1.469568e-01
5.600000e+10 9.109294e-01 -6.974494e-02 6.926550e-01 -5.875006e-01
5.700000e+10 4.357267e-01 4.323379e-02 4.211812e-01 -1.029321e-01
5.800000e+10 3.719914e-01 -3.406948e-02 3.657689e-01 -5.856632e-02
5.900000e+10 9.770035e-01 -2.100316e-02 9.554729e-01 -2.028948e-01
