# #nu(Hz) #T #rho #c #s
0.000000e+00 1.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00
1.000000e+09 7.969998e-01 -3.119121e-02 7.938353e-01 6.372878e-02
2.000000e+09 5.297616e-01 -4.518080e-02 5.253592e-01 5.102720e-02
3.000000e+09 3.852460e-01 -3.781704e-02 3.817840e-01 3.500494e-02
4.000000e+09 3.283455e-01 -2.765823e-02 3.259187e-01 2.868393e-02
5.000000e+09 3.310017e-01 -1.597060e-02 3.291328e-01 3.128345e-02
6.000000e+09 3.955279e-01 3.758549e-03 3.924975e-01 4.872283e-02
7.000000e+09 5.548677e-01 4.581130e-02 5.419719e-01 1.097540e-01
8.000000e+09 8.237703e-01 9.512461e-02 7.650709e-01 2.901987e-01
9.000000e+09 9.543454e-01 -1.664462e-02 8.246374e-01 4.800741e-01
1.000000e+10 7.760680e-01 -1.508531e-01 6.699930e-01 3.614336e-01
1.100000e+10 5.440014e-01 -1.272882e-01 4.908375e-01 1.970122e-01
1.200000e+10 4.049900e-01 -7.662332e-02 3.792095e-01 1.197744e-01
1.300000e+10 3.500236e-01 -3.762924e-02 3.348251e-01 9.482990e-02
1.400000e+10 3.589983e-01 -6.322744e-04 3.441335e-01 1.022326e-01
1.500000e+10 4.389054e-01 5.355156e-02 4.078869e-01 1.529656e-01
1.600000e+10 6.178390e-01 1.431880e-01 5.192785e-01 3.026088e-01
1.700000e+10 8.264749e-01 1.722097e-01 5.579012e-01 5.849366e-01
1.800000e+10 8.566983e-01 -4.758156e-02 4.741718e-01 7.119193e-01
1.900000e+10 7.609995e-01 -2.277224e-01 4.662770e-01 5.566403e-01
2.000000e+10 5.877363e-01 -1.989079e-01 4.329730e-01 3.440988e-01
2.100000e+10 4.534099e-01 -1.154320e-01 3.766291e-01 2.245140e-01
2.200000e+10 3.983030e-01 -4.609078e-02 3.496832e-01 1.850474e-01
2.300000e+10 4.165822e-01 2.151118e-02 3.625991e-01 2.039604e-01
2.400000e+10 5.178582e-01 1.149129e-01 4.067266e-01 2.992418e-01
2.500000e+10 6.944809e-01 2.247290e-01 4.125532e-01 5.114689e-01
2.600000e+10 7.879420e-01 1.738783e-01 2.679953e-01 7.202760e-01
2.700000e+10 7.675737e-01 -6.982598e-02 1.707242e-01 7.450819e-01
2.800000e+10 7.440632e-01 -2.537232e-01 2.468529e-01 6.544602e-01
2.900000e+10 6.450013e-01 -2.497334e-01 3.350589e-01 4.913201e-01
3.000000e+10 5.286577e-01 -1.512624e-01 3.528721e-01 3.634279e-01
3.100000e+10 4.773707e-01 -5.089972e-02 3.515382e-01 3.189246e-01
3.200000e+10 5.087118e-01 5.288212e-02 3.583157e-01 3.572129e-01
3.300000e+10 6.238296e-01 1.781654e-01 3.420806e-01 4.903074e-01
3.400000e+10 7.451424e-01 2.519068e-01 2.090981e-01 6.693715e-01
3.500000e+10 7.402072e-01 1.318233e-01 1.517343e-02 7.282164e-01
3.600000e+10 7.152767e-01 -7.960720e-02 -4.212149e-02 7.095838e-01
3.700000e+10 7.318319e-01 -2.413737e-01 4.649438e-02 6.893149e-01
3.800000e+10 7.014797e-01 -2.657139e-01 1.862914e-01 6.219047e-01
3.900000e+10 6.249891e-01 -1.731661e-01 2.715397e-01 5.356221e-01
4.000000e+10 5.891598e-01 -4.747002e-02 2.969264e-01 5.066464e-01
4.100000e+10 6.324312e-01 8.859316e-02 2.755164e-01 5.623266e-01
4.200000e+10 7.280231e-01 2.123127e-01 1.663841e-01 6.762080e-01
4.300000e+10 7.633269e-01 2.178520e-01 -3.345796e-02 7.308139e-01
4.400000e+10 7.189684e-01 8.347968e-02 -1.774571e-01 6.917049e-01
