# #nu(Hz) #T #rho #c #s
0.000000e+00 1.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00
1.000000e+09 9.131069e-01 -1.701627e-02 9.112606e-01 5.548541e-02
2.000000e+09 7.349793e-01 -4.118240e-02 7.305786e-01 6.894590e-02
3.000000e+09 5.728070e-01 -5.008547e-02 5.675906e-01 5.865384e-02
4.000000e+09 4.580927e-01 -4.820740e-02 4.532507e-01 4.570256e-02
5.000000e+09 3.851328e-01 -4.258704e-02 3.810474e-01 3.628406e-02
6.000000e+09 3.431158e-01 -3.629227e-02 3.398052e-01 3.072066e-02
7.000000e+09 3.245978e-01 -2.994985e-02 3.219586e-01 2.844915e-02
8.000000e+09 3.262662e-01 -2.302535e-02 3.241219e-01 2.940214e-02
9.000000e+09 3.486313e-01 -1.414957e-02 3.466251e-01 3.456250e-02
1.000000e+10 3.961839e-01 -8.745552e-04 3.933967e-01 4.690323e-02
1.100000e+10 4.777783e-01 2.062063e-02 4.716210e-01 7.362471e-02
1.200000e+10 6.041330e-01 5.356343e-02 5.875011e-01 1.301923e-01
1.300000e+10 7.708756e-01 8.795697e-02 7.275495e-01 2.391328e-01
1.400000e+10 9.186964e-01 7.631375e-02 8.282955e-01 3.900077e-01
1.500000e+10 9.533768e-01 -1.942688e-02 8.235140e-01 4.799735e-01
1.600000e+10 8.661102e-01 -1.232264e-01 7.388117e-01 4.348786e-01
1.700000e+10 7.215765e-01 -1.583207e-01 6.258422e-01 3.223798e-01
1.800000e+10 5.814359e-01 -1.415952e-01 5.180971e-01 2.226967e-01
1.900000e+10 4.748116e-01 -1.102485e-01 4.341662e-01 1.574518e-01
2.000000e+10 4.042374e-01 -8.088964e-02 3.775262e-01 1.197446e-01
2.100000e+10 3.634985e-01 -5.631112e-02 3.448507e-01 1.001907e-01
2.200000e+10 3.470782e-01 -3.464700e-02 3.325164e-01 9.325077e-02
2.300000e+10 3.527562e-01 -1.268057e-02 3.388431e-01 9.727033e-02
2.400000e+10 3.821523e-01 1.373214e-02 3.643712e-01 1.143919e-01
2.500000e+10 4.409136e-01 4.992522e-02 4.109046e-01 1.518869e-01
2.600000e+10 5.370147e-01 1.007737e-01 4.771985e-01 2.247467e-01
2.700000e+10 6.695060e-01 1.596280e-01 5.459467e-01 3.531280e-01
2.800000e+10 8.002866e-01 1.819465e-01 5.705968e-01 5.308233e-01
2.900000e+10 8.631867e-01 1.023276e-01 5.253589e-01 6.772136e-01
3.000000e+10 8.547264e-01 -5.511925e-02 4.734159e-01 7.095044e-01
3.100000e+10 8.076078e-01 -1.890082e-01 4.622594e-01 6.346830e-01
3.200000e+10 7.239057e-01 -2.382294e-01 4.612264e-01 5.045359e-01
3.300000e+10 6.182496e-01 -2.166243e-01 4.402894e-01 3.761007e-01
3.400000e+10 5.218111e-01 -1.678267e-01 4.061774e-01 2.813200e-01
3.500000e+10 4.519055e-01 -1.185674e-01 3.749643e-01 2.226255e-01
3.600000e+10 4.108416e-01 -7.554725e-02 3.552533e-01 1.920379e-01
3.700000e+10 3.964947e-01 -3.648754e-02 3.497178e-01 1.832325e-01
3.800000e+10 4.082113e-01 3.844482e-03 3.587595e-01 1.947132e-01
3.900000e+10 4.485825e-01 5.188276e-02 3.812591e-01 2.305990e-01
4.000000e+10 5.221743e-01 1.134232e-01 4.113058e-01 3.010460e-01
4.100000e+10 6.269120e-01 1.850627e-01 4.294018e-01 4.175937e-01
4.200000e+10 7.332774e-01 2.336042e-01 3.981899e-01 5.697101e-01
4.300000e+10 7.869197e-01 1.996929e-01 3.035483e-01 6.980141e-01
4.400000e+10 7.818000e-01 7.511147e-02 2.063325e-01 7.503309e-01
4.500000e+10 7.658585e-01 -8.025255e-02 1.726042e-01 7.418265e-01
4.600000e+10 7.555320e-01 -2.081073e-01 2.068747e-01 6.962203e-01
4.700000e+10 7.266935e-01 -2.714799e-01 2.718117e-01 6.168472e-01
4.800000e+10 6.652303e-01 -2.645135e-01 3.242658e-01 5.171225e-01
4.900000e+10 5.899169e-01 -2.147511e-01 3.480538e-01 4.251382e-01
5.000000e+10 5.264069e-01 -1.526325e-01 3.527649e-01 3.596728e-01
5.100000e+10 4.877570e-01 -9.181411e-02 3.521863e-01 3.247181e-01
5.200000e+10 4.778078e-01 -3.277805e-02 3.541228e-01 3.190970e-01
5.300000e+10 4.982470e-01 2.962811e-02 3.597178e-01 3.434753e-01
5.400000e+10 5.505886e-01 1.009164e-01 3.625621e-01 4.018860e-01
5.500000e+10 6.305649e-01 1.790991e-01 3.449427e-01 4.965382e-01
5.600000e+10 7.140952e-01 2.402400e-01 2.803283e-01 6.112551e-01
5.700000e+10 7.579023e-01 2.392351e-01 1.641870e-01 7.001608e-01
5.800000e+10 7.483682e-01 1.594389e-01 4.393279e-02 7.298658e-01
5.900000e+10 7.226329e-01 3.624693e-02 -2.783158e-02 7.211864e-01
6.000000e+10 7.144029e-01 -9.080668e-02 -3.783998e-02 7.075972e-01
6.100000e+10 7.241434e-01 -1.977371e-01 4.851780e-03 6.966062e-01
6.200000e+10 7.295698e-01 -2.637180e-01 8.222644e-02 6.752508e-01
6.300000e+10 7.098791e-01 -2.744548e-01 1.668576e-01 6.330572e-01
6.400000e+10 6.674172e-01 -2.367946e-01 2.336724e-01 5.785942e-01
6.500000e+10 6.226504e-01 -1.723642e-01 2.746853e-01 5.315375e-01
6.600000e+10 5.946302e-01 -9.814929e-02 2.948875e-01 5.069450e-01
6.700000e+10 5.934834e-01 -1.989187e-02 2.996130e-01 5.119169e-01
6.800000e+10 6.222117e-01 6.262041e-02 2.870209e-01 5.484935e-01
