40.044	0.06211
41.046	0.024574
42.047	0.028214
43.048	0.0068174
44.049	0.0097973
45.05	0.051932
46.051	0.020192
47.052	0.0091031
48.053	0.027598
49.054	0.07684
50.056	0.053338
51.057	-0.0065915
52.058	-0.0019206
53.059	-0.0075835
54.06	0.074787
55.061	0.059544
56.062	-0.018113
57.063	0.0036679
58.065	0.00073384
59.066	0.03612
60.067	0.0305
61.068	0.021003
62.069	0.017332
63.07	0.012992
64.071	-0.015254
65.072	-0.0023963
66.073	0.017139
67.075	-0.014394
68.076	-0.0031404
69.077	0.009655
70.078	0.010935
71.079	0.026554
72.08	0.029622
73.081	0.012387
74.082	0.010984
75.083	0.033048
76.085	0.0030841
77.086	0.0022778
78.087	0.0067602
79.088	-0.003255
80.089	0.0083344
81.09	0.013667
82.091	0.014526
83.092	0.010092
84.093	0.02246
85.095	0.022037
86.096	0.0063258
87.097	0.021422
88.098	0.011338
89.099	0.016843
90.1	0.012012
91.101	0.0036116
92.102	-0.018503
93.103	0.011127
94.105	0.019557
95.106	0.0058141
96.107	0.011994
97.108	0.014376
98.109	-0.014125
99.11	-0.010717
100.11	0.018902
101.11	-0.0012405
102.11	2.0345e-005
103.11	0.014307
104.12	-0.018604
105.12	-0.011358
106.12	-0.0025794
107.12	0.013361
108.12	0.018958
109.12	0.01787
110.12	0.0038434
111.12	0.0088966
112.12	0.026144
113.13	0.028341
114.13	0.043973
115.13	0.057382
116.13	0.013917
117.13	0.028053
118.13	0.043459
119.13	0.046644
120.13	0.070184
121.13	0.10214
122.14	0.10491
123.14	0.097574
124.14	0.088595
125.14	0.13722
126.14	0.29849
127.14	0.58994
128.14	0.66455
129.14	0.44682
130.14	0.29917
131.15	0.27452
132.15	0.40825
133.15	0.50006
134.15	0.38362
135.15	0.3192
136.15	0.52352
137.15	0.78896
138.15	0.71401
139.15	0.6142
140.16	0.69464
141.16	0.66742
142.16	0.65536
143.16	0.87406
144.16	0.85848
145.16	0.57271
146.16	0.50222
147.16	0.73271
148.16	0.82481
149.17	0.59007
150.17	0.441
151.17	0.58311
152.17	0.77181
153.17	0.70277
154.17	0.64922
155.17	0.86453
156.17	1
157.17	0.80122
158.18	0.66683
159.18	0.81987
160.18	0.88647
161.18	0.69191
162.18	0.56825
163.18	0.60692
164.18	0.52306
165.18	0.31866
166.18	0.19752
167.19	0.27298
168.19	0.55845
169.19	0.56099
170.19	0.31163
171.19	0.26172
172.19	0.37064
173.19	0.52973
174.19	0.52769
175.19	0.32297
176.2	0.15495
177.2	0.098688
178.2	-0.081455
179.2	-0.067092
180.2	0.023115
181.2	0.020098
182.2	0.018866
183.2	0.035439
184.2	-0.040084
185.21	-0.019426
186.21	0.015092
187.21	0.021006
188.21	0.015827
189.21	0.035473
190.21	0.03975
191.21	-0.022343
192.21	0.0055027
193.21	0.0058572
194.22	0.011654
195.22	0.018491
196.22	-0.011152
197.22	0.00099346
198.22	0.00038101
199.22	0.011818
200.22	0.018566
201.22	0.01775
202.22	0.023967
203.23	0.038741
204.23	0.049103
205.23	0.057861
206.23	0.060196
207.23	0.047629
208.23	0.032687
209.23	0.018837
210.23	0.018955
211.23	0.013124
212.24	0.0081084
213.24	0.014745
214.24	0.021984
215.24	0.026856
216.24	0.021571
217.24	0.0097258
218.24	0.01353
219.24	0.018196
220.24	0.010609
221.25	0.011767
222.25	0.017159
223.25	0.0087268
224.25	0.0029281
225.25	0.0015408
226.25	-0.0031973
227.25	-0.0022931
228.25	-0.0036263
229.25	-0.0044191
230.26	0.0012732
231.26	0.012699
232.26	-0.0013972
233.26	-0.0017546
234.26	0.0054522
235.26	0.001377
236.26	0.0049964
237.26	-0.0077987
238.26	0.0023809
239.27	0.0082026
240.27	0.00023314
241.27	0.0041835
242.27	0.0065387
243.27	0.0023387
244.27	0.0010562
245.27	-0.0018068
246.27	0.0020498
247.27	0.0018282
248.28	-0.0014258
249.28	0.0062883
250.28	0.0045903
