40.044	0.0048461
41.046	-0.0016965
42.047	-0.0054929
43.048	0.007075
44.049	0.011752
45.05	0.012841
46.051	0.010481
47.052	-0.00014765
48.053	-0.010881
49.054	0.002871
50.056	0.0052586
51.057	0.0066263
52.058	0.014349
53.059	0.022517
54.06	0.019344
55.061	0.017426
56.062	0.016366
57.063	0.016804
58.065	0.026884
59.066	0.050872
60.067	0.041373
61.068	0.028121
62.069	0.031562
63.07	0.031156
64.071	0.031479
65.072	-0.019557
66.073	0.018517
67.075	0.035244
68.076	0.047828
69.077	0.076284
70.078	0.10974
71.079	0.12989
72.08	0.20904
73.081	0.33529
74.082	0.49358
75.083	0.5572
76.085	0.62853
77.086	0.66671
78.087	0.46106
79.088	0.34255
80.089	0.45279
81.09	0.64322
82.091	0.6811
83.092	0.78549
84.093	0.88345
85.095	0.68689
86.096	0.52103
87.097	0.66914
88.098	0.83637
89.099	0.73611
90.1	0.69279
91.101	0.90257
92.102	1
93.103	0.79863
94.105	0.54973
95.106	0.50374
96.107	0.57776
97.108	0.50141
98.109	0.39383
99.11	0.35205
100.11	0.2565
101.11	0.15273
102.11	0.13163
103.11	0.16418
104.12	0.25108
105.12	0.2415
106.12	0.10873
107.12	0.039868
108.12	0.032355
109.12	0.016195
110.12	0.042111
111.12	0.019197
112.12	0.0077271
113.13	0.0044085
114.13	-1.2074e-005
115.13	-0.0085506
116.13	0.004352
117.13	0.003717
118.13	0.0017
119.13	0.0027495
120.13	-0.00061847
121.13	0.0012174
122.14	0.0028984
123.14	0.0016446
124.14	0.0017616
125.14	0.000378
126.14	0.0015143
127.14	0.00084315
128.14	0.00075148
129.14	0.00071352
130.14	0.0011482
131.15	0.0014612
132.15	-0.001274
133.15	-0.00052994
134.15	0.00059997
135.15	0.00033343
136.15	0.0014345
137.15	0.0018015
138.15	-0.00092132
139.15	-0.00058012
140.16	-0.00020001
141.16	0.00089222
142.16	0.001416
143.16	0.0019917
144.16	0.00086442
145.16	0.00033559
146.16	0.0014307
147.16	0.0033963
148.16	0.0031659
149.17	0.0036318
150.17	0.0035423
151.17	0.002006
152.17	0.0011903
153.17	0.0044988
154.17	0.0039223
155.17	0.0047
156.17	0.0055566
157.17	0.0059531
158.18	0.0059804
159.18	0.0058533
160.18	0.0073424
161.18	0.007289
162.18	0.0080612
163.18	0.0093788
164.18	0.0081422
165.18	0.0082705
166.18	0.0091063
167.19	0.0096031
168.19	0.010487
169.19	0.010243
170.19	0.0092492
171.19	0.0098801
172.19	0.010133
173.19	0.010011
174.19	0.01223
175.19	0.01633
176.2	0.014189
177.2	0.010644
178.2	0.010337
179.2	0.010343
180.2	0.010687
181.2	0.010379
182.2	0.0097962
183.2	0.0099951
184.2	0.010019
185.21	0.0087832
186.21	0.008259
187.21	0.0082497
188.21	0.0071236
189.21	0.006056
190.21	0.0058312
191.21	0.0057185
192.21	0.0053388
193.21	0.0048659
194.22	0.0055649
195.22	0.0057395
196.22	0.0049692
197.22	0.0044722
198.22	0.0045854
199.22	0.0040779
200.22	0.0036381
201.22	0.002495
202.22	0.0016514
203.23	0.00057543
204.23	0.00059538
205.23	0.00038156
206.23	0.00026497
207.23	-5.3992e-005
208.23	0.00027898
209.23	0.0011627
210.23	0.0024186
211.23	-0.00051439
212.24	-0.0011781
213.24	0.00056743
214.24	0.00037338
215.24	0.00032078
216.24	0.00061685
217.24	0.00013872
218.24	8.6764e-005
219.24	0.001583
220.24	0.0015705
221.25	0.0010286
222.25	0.00066718
223.25	-0.00044799
224.25	-0.00044611
225.25	0.00052231
226.25	0.00031297
227.25	0.00034616
228.25	-0.00012818
229.25	-0.00063873
230.26	-0.00028187
231.26	0.00014876
232.26	0.00054611
233.26	0.00059998
234.26	0.00052249
235.26	0.00052435
236.26	0.00050823
237.26	0.00046061
238.26	0.00011966
239.27	0.0010735
240.27	0.0016474
241.27	0.001094
242.27	0.00066081
243.27	0.0014828
244.27	-0.00012936
245.27	0.0003803
246.27	0.0012241
247.27	0.00074713
248.28	0.001608
249.28	0.0029134
250.28	0.0013898
