# #nu(Hz) #T #rho #c #s
0.000000e+00 1.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00
1.000000e+09 4.989526e-01 -3.270265e-02 4.961466e-01 4.150639e-02
2.000000e+09 3.216411e-01 -1.237047e-02 3.201071e-01 2.883440e-02
3.000000e+09 4.534651e-01 3.787195e-02 4.450536e-01 7.825350e-02
4.000000e+09 9.365496e-01 5.810961e-02 8.074035e-01 4.710074e-01
5.000000e+09 5.809976e-01 -1.373455e-01 5.181278e-01 2.241382e-01
6.000000e+09 3.385186e-01 -2.821857e-02 3.244900e-01 9.222136e-02
7.000000e+09 4.365458e-01 8.251883e-02 3.958602e-01 1.644917e-01
8.000000e+09 8.193752e-01 1.596478e-01 4.553012e-01 6.622606e-01
9.000000e+09 6.776420e-01 -2.542633e-01 4.250548e-01 4.624686e-01
1.000000e+10 3.769051e-01 -6.453581e-02 3.279473e-01 1.741930e-01
1.100000e+10 4.402249e-01 1.093294e-01 3.526416e-01 2.397686e-01
1.200000e+10 7.234898e-01 2.306937e-01 1.728544e-01 6.635807e-01
1.300000e+10 6.972505e-01 -2.919876e-01 1.598074e-01 6.126688e-01
1.400000e+10 4.458571e-01 -1.303571e-01 3.127772e-01 2.897689e-01
1.500000e+10 4.612339e-01 1.216419e-01 3.099696e-01 3.191532e-01
1.600000e+10 6.578306e-01 2.639269e-01 -1.781076e-02 6.023010e-01
1.700000e+10 6.035749e-01 -2.144322e-01 -1.126793e-01 5.528335e-01
1.800000e+10 5.499519e-01 -2.302274e-01 2.332384e-01 4.416360e-01
1.900000e+10 5.008164e-01 1.181994e-01 2.557204e-01 4.140689e-01
2.000000e+10 6.139303e-01 2.697159e-01 -1.510151e-01 5.304321e-01
2.100000e+10 4.904340e-01 -1.155681e-01 -2.533703e-01 4.036992e-01
2.200000e+10 6.489483e-01 -3.238616e-01 2.830256e-02 5.616462e-01
2.300000e+10 5.648756e-01 9.296382e-02 1.660411e-01 5.318576e-01
2.400000e+10 5.859849e-01 2.558091e-01 -2.561256e-01 4.608033e-01
2.500000e+10 4.107947e-01 -4.850233e-02 -3.024249e-01 2.737499e-01
2.600000e+10 6.450776e-01 -3.134355e-01 -2.365556e-01 5.117858e-01
2.700000e+10 6.628048e-01 3.623776e-02 -4.601397e-03 6.617974e-01
2.800000e+10 5.728778e-01 2.251201e-01 -3.529672e-01 3.910551e-01
2.900000e+10 3.636218e-01 -1.232613e-02 -3.164174e-01 1.787427e-01
3.000000e+10 5.474953e-01 -2.080364e-01 -3.836932e-01 3.305320e-01
3.100000e+10 7.922310e-01 -5.013227e-02 -3.129873e-01 7.260549e-01
3.200000e+10 5.778920e-01 1.758924e-01 -4.551479e-01 3.096149e-01
3.300000e+10 3.394256e-01 2.338041e-03 -3.220651e-01 1.071368e-01
3.400000e+10 4.532715e-01 -1.046535e-01 -4.093643e-01 1.640839e-01
3.500000e+10 8.911172e-01 -1.049104e-01 -6.952647e-01 5.474400e-01
3.600000e+10 6.089174e-01 1.014400e-01 -5.687790e-01 1.923037e-01
3.700000e+10 3.327174e-01 8.803813e-04 -3.295180e-01 4.602121e-02
3.800000e+10 3.949614e-01 -3.574723e-02 -3.902554e-01 4.916653e-02
3.900000e+10 8.711149e-01 -4.086463e-02 -8.606830e-01 1.280472e-01
