# #nu(Hz) #T #rho #c #s
0.000000e+00 1.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00
1.000000e+09 9.641979e-01 -5.177482e-03 9.637342e-01 2.944704e-02
2.000000e+09 8.728900e-01 -1.647235e-02 8.714219e-01 4.784935e-02
3.000000e+09 7.591242e-01 -2.663981e-02 7.567681e-01 5.349673e-02
4.000000e+09 6.493925e-01 -3.222567e-02 6.465711e-01 5.116588e-02
5.000000e+09 5.561864e-01 -3.356083e-02 5.532819e-01 4.578356e-02
6.000000e+09 4.822053e-01 -3.218538e-02 4.794509e-01 4.016007e-02
7.000000e+09 4.257900e-01 -2.940829e-02 4.232925e-01 3.543612e-02
8.000000e+09 3.841123e-01 -2.601125e-02 3.818989e-01 3.191943e-02
9.000000e+09 3.545235e-01 -2.235922e-02 3.525766e-01 2.960911e-02
1.000000e+10 3.349778e-01 -1.855166e-02 3.332520e-01 2.844358e-02
1.100000e+10 3.240942e-01 -1.452218e-02 3.225200e-01 2.840751e-02
1.200000e+10 3.211158e-01 -1.008529e-02 3.195909e-01 2.958572e-02
1.300000e+10 3.258678e-01 -4.944794e-03 3.242342e-01 3.221090e-02
1.400000e+10 3.387508e-01 1.324456e-03 3.367506e-01 3.673360e-02
1.500000e+10 3.607736e-01 9.311356e-03 3.579665e-01 4.394111e-02
1.600000e+10 3.936081e-01 1.979979e-02 3.892209e-01 5.515809e-02
1.700000e+10 4.395920e-01 3.373778e-02 4.322469e-01 7.256401e-02
1.800000e+10 5.014759e-01 5.198167e-02 4.887255e-01 9.961609e-02
1.900000e+10 5.814277e-01 7.443585e-02 5.590545e-01 1.413347e-01
2.000000e+10 6.784581e-01 9.798688e-02 6.397613e-01 2.034930e-01
2.100000e+10 7.838947e-01 1.133082e-01 7.200007e-01 2.885326e-01
2.200000e+10 8.780962e-01 1.042923e-01 7.813575e-01 3.868546e-01
2.300000e+10 9.365496e-01 5.810961e-02 8.074035e-01 4.710074e-01
2.400000e+10 9.451072e-01 -1.734510e-02 7.964172e-01 5.085730e-01
2.500000e+10 9.063509e-01 -9.325133e-02 7.583405e-01 4.875407e-01
2.600000e+10 8.327212e-01 -1.429430e-01 7.025431e-01 4.235860e-01
2.700000e+10 7.405790e-01 -1.594150e-01 6.361467e-01 3.440370e-01
2.800000e+10 6.461483e-01 -1.515808e-01 5.670991e-01 2.700546e-01
2.900000e+10 5.609480e-01 -1.318647e-01 5.028042e-01 2.108610e-01
3.000000e+10 4.902513e-01 -1.089833e-01 4.477691e-01 1.672479e-01
3.100000e+10 4.348224e-01 -8.717110e-02 4.035067e-01 1.365799e-01
