# #nu(Hz) #T #rho #c #s
0.000000e+00 1.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00
1.000000e+09 8.091023e-01 -2.926509e-02 8.061259e-01 6.285754e-02
2.000000e+09 5.459535e-01 -4.411713e-02 5.416351e-01 5.244323e-02
3.000000e+09 3.961405e-01 -3.738225e-02 3.926851e-01 3.644507e-02
4.000000e+09 3.318179e-01 -2.712075e-02 3.293903e-01 2.948931e-02
5.000000e+09 3.243826e-01 -1.546078e-02 3.225368e-01 3.090374e-02
6.000000e+09 3.711685e-01 2.738535e-03 3.684587e-01 4.468495e-02
7.000000e+09 4.960470e-01 3.976084e-02 4.859673e-01 9.120005e-02
8.000000e+09 7.314486e-01 9.932583e-02 6.858985e-01 2.338688e-01
9.000000e+09 9.400723e-01 5.284306e-02 8.113421e-01 4.718765e-01
1.000000e+10 8.608152e-01 -1.318246e-01 7.181088e-01 4.560096e-01
1.100000e+10 6.293059e-01 -1.578643e-01 5.487246e-01 2.645865e-01
1.200000e+10 4.488327e-01 -1.031394e-01 4.111708e-01 1.474844e-01
1.300000e+10 3.578089e-01 -5.598552e-02 3.386649e-01 1.009898e-01
1.400000e+10 3.330026e-01 -1.844805e-02 3.196153e-01 9.163226e-02
1.500000e+10 3.664505e-01 2.488908e-02 3.475494e-01 1.134722e-01
1.600000e+10 4.767828e-01 9.671794e-02 4.252918e-01 1.925989e-01
1.700000e+10 6.809855e-01 1.986355e-01 5.146976e-01 3.992138e-01
1.800000e+10 8.251079e-01 1.472257e-01 4.567291e-01 6.712125e-01
1.900000e+10 8.053392e-01 -1.254950e-01 3.803781e-01 6.986664e-01
2.000000e+10 7.078547e-01 -2.634472e-01 4.139187e-01 5.102207e-01
2.100000e+10 5.352787e-01 -2.007420e-01 3.913481e-01 3.050780e-01
2.200000e+10 4.090495e-01 -1.087879e-01 3.412706e-01 1.975375e-01
2.300000e+10 3.592602e-01 -3.758813e-02 3.175849e-01 1.636914e-01
2.400000e+10 3.785667e-01 3.271209e-02 3.296228e-01 1.832797e-01
2.500000e+10 4.799789e-01 1.349555e-01 3.681423e-01 2.768357e-01
2.600000e+10 6.588545e-01 2.648417e-01 3.542108e-01 4.883470e-01
