# #nu(Hz) #T #rho #c #s
0.000000e+00 1.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00
1.000000e+09 4.978327e-01 -4.642089e-02 4.931910e-01 4.944811e-02
2.000000e+09 3.218145e-01 -2.429238e-02 3.195681e-01 2.916624e-02
3.000000e+09 4.557341e-01 2.495629e-02 4.491856e-01 7.282192e-02
4.000000e+09 9.410163e-01 5.133176e-02 8.123503e-01 4.721902e-01
5.000000e+09 5.737617e-01 -1.481867e-01 5.057761e-01 2.267899e-01
6.000000e+09 3.381655e-01 -3.927413e-02 3.228101e-01 9.277423e-02
7.000000e+09 4.411948e-01 7.248697e-02 4.030589e-01 1.641401e-01
8.000000e+09 8.266265e-01 1.435472e-01 4.569459e-01 6.737254e-01
9.000000e+09 6.637916e-01 -2.608999e-01 4.130055e-01 4.494185e-01
1.000000e+10 3.748730e-01 -7.322340e-02 3.242441e-01 1.733028e-01
1.100000e+10 4.471917e-01 1.034130e-01 3.596465e-01 2.448276e-01
1.200000e+10 7.266003e-01 2.090317e-01 1.619330e-01 6.767802e-01
1.300000e+10 6.891998e-01 -3.061208e-01 1.661083e-01 5.947221e-01
1.400000e+10 4.396403e-01 -1.338033e-01 3.079557e-01 2.838019e-01
1.500000e+10 4.705740e-01 1.209993e-01 3.140073e-01 3.289354e-01
1.600000e+10 6.535603e-01 2.382034e-01 -3.873919e-02 6.073710e-01
1.700000e+10 6.085636e-01 -2.426922e-01 -9.883746e-02 5.492552e-01
1.800000e+10 5.368681e-01 -2.253535e-01 2.347603e-01 4.270021e-01
1.900000e+10 5.120634e-01 1.244575e-01 2.542380e-01 4.267110e-01
2.000000e+10 6.016152e-01 2.402859e-01 -1.753880e-01 5.229173e-01
2.100000e+10 4.985872e-01 -1.475588e-01 -2.462757e-01 4.076320e-01
2.200000e+10 6.367120e-01 -3.179466e-01 4.970156e-02 5.494014e-01
2.300000e+10 5.762725e-01 1.088272e-01 1.575868e-01 5.435192e-01
2.400000e+10 5.658628e-01 2.232950e-01 -2.772752e-01 4.398392e-01
2.500000e+10 4.158237e-01 -7.748686e-02 -3.007183e-01 2.765387e-01
2.600000e+10 6.546409e-01 -3.269451e-01 -2.090311e-01 5.272263e-01
2.700000e+10 6.708616e-01 6.569700e-02 -1.691324e-02 6.674228e-01
2.800000e+10 5.451622e-01 1.909471e-01 -3.642479e-01 3.578610e-01
2.900000e+10 3.646596e-01 -3.704767e-02 -3.158738e-01 1.784035e-01
3.000000e+10 5.746781e-01 -2.362413e-01 -3.794971e-01 3.611467e-01
3.100000e+10 7.963756e-01 -6.762015e-03 -3.195171e-01 7.294362e-01
