# #nu(Hz) #T #rho #c #s
0.000000e+00 1.208333e+00 2.083326e-01 1.190237e+00 0.000000e+00
1.000000e+09 2.001363e-31 1.956550e-31 4.211478e-32 -1.707536e-47
2.000000e+09 9.452648e-32 9.266603e-32 1.866177e-32 -7.849177e-49
3.000000e+09 1.604930e-31 1.582348e-31 2.682795e-32 9.167557e-48
4.000000e+09 7.162991e-30 7.151854e-30 3.992811e-31 1.703638e-45
5.000000e+09 2.723678e-31 2.474681e-31 1.137707e-31 -9.404100e-47
6.000000e+09 9.743376e-32 9.475225e-32 2.270128e-32 -3.150490e-48
7.000000e+09 1.351413e-31 1.333510e-31 2.192457e-32 6.214541e-48
8.000000e+09 1.814644e-30 1.811329e-30 1.096345e-31 1.990323e-46
9.000000e+09 4.128913e-31 3.222922e-31 -2.580832e-31 2.680705e-46
1.000000e+10 1.047122e-31 9.800723e-32 3.686775e-32 -2.097050e-48
1.100000e+10 1.184595e-31 1.164442e-31 2.175744e-32 5.557314e-48
1.200000e+10 8.246485e-31 8.226483e-31 5.740021e-32 6.736405e-47
1.300000e+10 5.809221e-31 5.744466e-31 -8.649644e-32 1.163016e-46
1.400000e+10 1.629402e-31 5.707743e-32 1.526161e-31 3.277077e-47
1.500000e+10 1.079066e-31 1.045252e-31 2.680151e-32 3.967960e-48
1.600000e+10 4.787308e-31 4.769378e-31 4.139457e-32 3.016537e-47
1.700000e+10 1.075586e-30 1.072944e-30 -7.534027e-32 1.042265e-46
1.800000e+10 1.347047e-31 1.116003e-31 -7.543693e-32 2.346710e-47
1.900000e+10 1.048204e-31 9.312057e-32 4.812345e-32 1.077710e-47
2.000000e+10 3.194345e-31 3.171511e-31 3.812546e-32 2.477692e-47
2.100000e+10 2.766515e-30 2.764663e-30 -1.012235e-31 2.348575e-46
2.200000e+10 1.449199e-31 1.405528e-31 -3.530847e-32 8.667825e-48
2.300000e+10 8.023309e-30 -7.833662e-30 -1.734136e-30 6.793965e-45
2.400000e+10 2.345142e-31 2.299132e-31 4.622617e-32 3.250561e-47
2.500000e+10 1.891067e-29 1.890880e-29 -2.658600e-31 1.649307e-45
2.600000e+10 1.733523e-31 1.711184e-31 -2.774001e-32 1.161180e-47
2.700000e+10 9.861442e-32 8.799809e-32 -4.450999e-32 3.931714e-48
2.800000e+10 1.944253e-31 1.675063e-31 9.870583e-32 4.749110e-47
2.900000e+10 4.795814e-29 4.795542e-29 5.110179e-31 5.015474e-45
3.000000e+10 2.191004e-31 2.173124e-31 -2.793433e-32 1.349136e-47
3.100000e+10 9.588023e-32 9.262919e-32 -2.475582e-32 2.671265e-48
3.200000e+10 1.876541e-31 1.092243e-31 -1.525913e-31 4.856603e-48
3.300000e+10 3.746487e-30 3.739539e-30 2.280706e-31 5.981115e-46
3.400000e+10 2.951223e-31 2.930913e-31 -3.456377e-32 2.136006e-47
3.500000e+10 9.876371e-32 9.677810e-32 -1.970456e-32 2.494130e-48
3.600000e+10 1.301004e-31 1.238413e-31 -3.986771e-32 -1.249653e-47
3.700000e+10 1.346416e-30 1.221050e-30 5.673393e-31 1.074856e-45
3.800000e+10 4.328354e-31 4.293846e-31 -5.454639e-32 3.679823e-47
3.900000e+10 1.051449e-31 1.033488e-31 -1.935129e-32 3.351538e-48
4.000000e+10 1.138676e-31 1.112639e-31 -2.421106e-32 -4.059992e-48
4.100000e+10 6.645125e-31 6.430114e-31 -1.676701e-31 -1.539754e-46
4.200000e+10 7.216886e-31 7.093795e-31 -1.327221e-31 8.368975e-47
4.300000e+10 1.156165e-31 1.133070e-31 -2.299341e-32 6.841282e-48
4.400000e+10 1.039320e-31 1.020871e-31 -1.949580e-32 -2.564439e-48
4.500000e+10 4.053676e-31 4.011095e-31 -5.860134e-32 -4.322326e-47
4.600000e+10 3.448430e-30 -5.162585e-31 3.409567e-30 -1.243703e-44
4.700000e+10 1.321591e-31 1.274323e-31 -3.502899e-32 3.197819e-48
4.800000e+10 9.797657e-32 9.609870e-32 -1.909055e-32 -1.838905e-48
4.900000e+10 2.804059e-31 2.781954e-31 -3.513948e-32 -2.220380e-47
5.000000e+10 4.755938e-30 4.745804e-30 3.102996e-31 -9.754136e-46
5.100000e+10 1.672714e-31 1.380703e-31 -9.442628e-32 3.358470e-47
5.200000e+10 9.532463e-32 9.255925e-32 -2.279408e-32 -1.537429e-48
5.300000e+10 2.103793e-31 2.085931e-31 -2.735620e-32 -1.313692e-47
5.400000e+10 1.361806e-28 1.361774e-28 9.320645e-31 -1.782263e-44
5.500000e+10 2.217767e-31 1.532049e-31 1.603532e-31 -1.110426e-46
5.600000e+10 9.698369e-32 8.977664e-32 -3.668775e-32 -2.210124e-48
5.700000e+10 1.677640e-31 1.657166e-31 -2.612974e-32 -1.043996e-47
5.800000e+10 1.201355e-29 1.201158e-29 -2.176474e-31 -1.212653e-45
5.900000e+10 2.458336e-31 2.397790e-31 5.422344e-32 -3.319546e-47
6.000000e+10 1.707114e-31 1.987260e-32 -1.695508e-31 -2.920427e-46
6.100000e+10 1.408849e-31 1.373618e-31 -3.130933e-32 -1.283510e-47
6.200000e+10 2.303778e-30 2.301979e-30 -9.104097e-32 -1.926337e-46
6.300000e+10 3.381960e-31 3.356291e-31 4.158912e-32 -2.473852e-47
6.400000e+10 1.099167e-31 8.985321e-32 6.330944e-32 -1.583062e-47
6.500000e+10 1.272134e-31 1.142431e-31 -5.596206e-32 -1.902862e-47
6.600000e+10 9.608403e-31 9.585037e-31 -6.696834e-32 -6.007172e-47
6.700000e+10 5.157372e-31 5.138994e-31 4.350055e-32 -1.825381e-47
6.800000e+10 1.097610e-31 1.056068e-31 2.991117e-32 -6.531564e-48
6.900000e+10 9.895982e-31 -7.728159e-31 6.181101e-31 7.060751e-46
7.000000e+10 5.357886e-31 5.309297e-31 -7.199302e-32 -6.874805e-47
7.100000e+10 9.142729e-31 9.123856e-31 5.871535e-32 -7.459369e-47
7.200000e+10 1.207594e-31 1.185714e-31 2.288327e-32 -5.716330e-48
7.300000e+10 1.051730e-31 9.548802e-32 4.408403e-32 1.312236e-48
7.400000e+10 3.619804e-31 3.301867e-31 -1.483461e-31 -1.114537e-46
7.500000e+10 2.130403e-30 2.127593e-30 1.093797e-31 -1.706114e-46
7.600000e+10 1.384330e-31 1.366483e-31 2.215725e-32 -4.659218e-48
7.700000e+10 9.709416e-32 9.396335e-32 2.445741e-32 7.384707e-49
7.800000e+10 2.782025e-31 2.177278e-31 1.731798e-31 5.436597e-47
7.900000e+10 1.005852e-29 1.005104e-29 3.878935e-31 -1.363231e-45
