# #nu(Hz) #T #rho #c #s
0.000000e+00 1.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00
1.000000e+09 5.186125e-01 1.423154e-01 4.945147e-01 -6.450178e-02
2.000000e+09 3.480220e-01 1.423517e-01 3.168876e-01 2.091754e-02
3.000000e+09 4.518641e-01 1.975751e-01 3.841768e-01 1.324890e-01
4.000000e+09 8.515324e-01 1.477787e-01 6.834977e-01 4.859010e-01
5.000000e+09 6.650585e-01 7.763904e-03 6.496822e-01 1.419703e-01
6.000000e+09 3.683197e-01 1.223856e-01 3.396240e-01 7.305269e-02
7.000000e+09 4.232229e-01 2.151419e-01 3.239152e-01 1.670645e-01
8.000000e+09 6.982043e-01 2.990477e-01 3.534145e-01 5.226451e-01
9.000000e+09 8.395310e-01 -1.544198e-01 5.646511e-01 6.017773e-01
1.000000e+10 4.235145e-01 6.785457e-02 3.833645e-01 1.667090e-01
1.100000e+10 4.157511e-01 2.119595e-01 2.945945e-01 2.028206e-01
1.200000e+10 6.287397e-01 3.651053e-01 1.962523e-01 4.727545e-01
1.300000e+10 7.247996e-01 -2.701989e-02 7.276566e-02 7.206313e-01
1.400000e+10 5.527811e-01 -6.041526e-02 4.065193e-01 3.696741e-01
1.500000e+10 4.279838e-01 1.894965e-01 2.831831e-01 2.589760e-01
1.600000e+10 6.000858e-01 3.890408e-01 1.165168e-01 4.417851e-01
1.700000e+10 5.676258e-01 1.431836e-01 -1.602186e-01 5.253832e-01
1.800000e+10 7.349835e-01 -2.412865e-01 1.748279e-01 6.718756e-01
1.900000e+10 4.723618e-01 1.353142e-01 2.721733e-01 3.615764e-01
2.000000e+10 5.927876e-01 3.903590e-01 6.381137e-02 4.415259e-01
2.100000e+10 4.991212e-01 2.250566e-01 -2.212831e-01 3.866592e-01
2.200000e+10 6.478713e-01 -1.525068e-01 -2.590236e-01 5.739213e-01
2.300000e+10 5.851058e-01 1.319182e-02 1.967586e-01 5.508728e-01
2.400000e+10 6.039213e-01 3.720456e-01 1.029022e-02 4.756019e-01
2.500000e+10 4.762234e-01 2.616349e-01 -2.470619e-01 3.119235e-01
2.600000e+10 4.748639e-01 2.250658e-02 -3.587664e-01 3.102835e-01
2.700000e+10 7.688077e-01 -1.794636e-01 -1.478874e-01 7.327943e-01
2.800000e+10 6.439676e-01 3.236925e-01 -7.865399e-02 5.511179e-01
2.900000e+10 4.766942e-01 2.751246e-01 -2.776360e-01 2.728774e-01
3.000000e+10 3.927018e-01 1.070159e-01 -3.373173e-01 1.702331e-01
3.100000e+10 7.143670e-01 -1.335540e-01 -5.437506e-01 4.436428e-01
3.200000e+10 7.459893e-01 2.123180e-01 -2.858177e-01 6.555374e-01
3.300000e+10 4.960292e-01 2.699933e-01 -3.314888e-01 2.515229e-01
3.400000e+10 3.605763e-01 1.418331e-01 -3.163762e-01 9.901905e-02
3.500000e+10 5.278965e-01 4.480455e-02 -5.130398e-01 1.160065e-01
3.600000e+10 9.299400e-01 1.805683e-02 -7.324007e-01 5.727578e-01
3.700000e+10 5.427990e-01 2.376280e-01 -4.315809e-01 2.278193e-01
3.800000e+10 3.533281e-01 1.521209e-01 -3.143629e-01 5.362776e-02
3.900000e+10 4.318110e-01 1.331933e-01 -4.104890e-01 -1.480066e-02
4.000000e+10 9.146911e-01 2.213124e-02 -9.143104e-01 -1.437103e-02
4.100000e+10 6.467534e-01 1.482303e-01 -6.133031e-01 1.420460e-01
4.200000e+10 3.648766e-01 1.439639e-01 -3.350817e-01 1.138565e-02
4.300000e+10 3.906326e-01 1.670854e-01 -3.457684e-01 -7.155736e-02
4.400000e+10 7.208426e-01 2.040382e-01 -6.077028e-01 -3.296663e-01
4.500000e+10 8.394912e-01 -2.985288e-02 -8.146833e-01 -2.003632e-01
4.600000e+10 4.020838e-01 1.105045e-01 -3.832095e-01 -5.109384e-02
4.700000e+10 3.760876e-01 1.747495e-01 -3.141466e-01 -1.105278e-01
4.800000e+10 6.126324e-01 2.996384e-01 -3.874888e-01 -3.679507e-01
4.900000e+10 8.782242e-01 -5.389431e-02 -5.287624e-01 -6.991306e-01
5.000000e+10 4.915528e-01 2.514392e-02 -4.550417e-01 -1.841982e-01
5.100000e+10 3.804075e-01 1.639488e-01 -3.059970e-01 -1.555521e-01
5.200000e+10 5.640677e-01 3.350231e-01 -2.742547e-01 -3.615469e-01
5.300000e+10 6.962931e-01 1.426985e-01 -8.804333e-02 -6.758030e-01
5.400000e+10 6.720391e-01 -1.508682e-01 -4.409930e-01 -4.841492e-01
5.500000e+10 4.088146e-01 1.294554e-01 -3.133649e-01 -2.284143e-01
5.600000e+10 5.437008e-01 3.417372e-01 -2.119531e-01 -3.659264e-01
5.700000e+10 5.912570e-01 2.622933e-01 8.143520e-02 -5.235985e-01
5.800000e+10 7.451670e-01 -2.191510e-01 -3.903367e-02 -7.111421e-01
5.900000e+10 4.848831e-01 4.768938e-02 -3.123750e-01 -3.677760e-01
6.000000e+10 5.420197e-01 3.293869e-01 -1.701226e-01 -3.954085e-01
6.100000e+10 5.516069e-01 3.163201e-01 1.447208e-01 -4.280977e-01
6.200000e+10 5.623525e-01 -3.111517e-02 2.726804e-01 -4.908336e-01
6.300000e+10 6.509355e-01 -1.236772e-01 -1.811942e-01 -6.128537e-01
6.400000e+10 5.627358e-01 2.943513e-01 -1.250579e-01 -4.630220e-01
6.500000e+10 5.425631e-01 3.394740e-01 1.853020e-01 -3.805197e-01
6.600000e+10 4.417658e-01 9.507480e-02 3.163050e-01 -2.933750e-01
6.700000e+10 7.546834e-01 -2.323618e-01 2.669445e-01 -6.665551e-01
6.800000e+10 6.266326e-01 2.159328e-01 -3.036799e-02 -5.874685e-01
6.900000e+10 5.525959e-01 3.431952e-01 2.339869e-01 -3.644576e-01
7.000000e+10 3.925824e-01 1.502489e-01 3.081262e-01 -1.913228e-01
7.100000e+10 5.770218e-01 -5.926461e-02 4.749993e-01 -3.222073e-01
