# #nu(Hz) #T #rho #c #s
0.000000e+00 1.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00
1.000000e+09 9.750306e-01 -5.342844e-03 9.744326e-01 3.372446e-02
2.000000e+09 9.083663e-01 -1.822071e-02 9.063352e-01 5.791192e-02
3.000000e+09 8.186752e-01 -3.230076e-02 8.150996e-01 6.927008e-02
4.000000e+09 7.240775e-01 -4.301020e-02 7.193629e-01 7.039441e-02
5.000000e+09 6.362171e-01 -4.903547e-02 6.309098e-01 6.573105e-02
6.000000e+09 5.603190e-01 -5.108611e-02 5.548753e-01 5.883071e-02
7.000000e+09 4.975168e-01 -5.044465e-02 4.922398e-01 5.175231e-02
8.000000e+09 4.469644e-01 -4.823229e-02 4.420249e-01 4.544034e-02
9.000000e+09 4.071262e-01 -4.521953e-02 4.026038e-01 4.021360e-02
1.000000e+10 3.764166e-01 -4.186459e-02 3.723352e-01 3.610073e-02
1.100000e+10 3.534647e-01 -3.840238e-02 3.498170e-01 3.302477e-02
1.200000e+10 3.371975e-01 -3.492077e-02 3.339585e-01 3.089357e-02
1.300000e+10 3.268460e-01 -3.141085e-02 3.239800e-01 2.964186e-02
1.400000e+10 3.219280e-01 -2.779476e-02 3.193890e-01 2.925268e-02
1.500000e+10 3.222308e-01 -2.393660e-02 3.199583e-01 2.977326e-02
1.600000e+10 3.278045e-01 -1.964084e-02 3.257118e-01 3.133486e-02
1.700000e+10 3.389676e-01 -1.464117e-02 3.369216e-01 3.418379e-02
1.800000e+10 3.563278e-01 -8.582206e-03 3.541125e-01 3.873207e-02
1.900000e+10 3.808093e-01 -9.992318e-04 3.780633e-01 4.563836e-02
2.000000e+10 4.136705e-01 8.690947e-03 4.097795e-01 5.593254e-02
2.100000e+10 4.564677e-01 2.115342e-02 4.503852e-01 7.119296e-02
2.200000e+10 5.108629e-01 3.697326e-02 5.008228e-01 9.375703e-02
2.300000e+10 5.780774e-01 5.621090e-02 5.611808e-01 1.268464e-01
2.400000e+10 6.576918e-01 7.745002e-02 6.294448e-01 1.742392e-01
2.500000e+10 7.456310e-01 9.629155e-02 6.997903e-01 2.387197e-01
2.600000e+10 8.321305e-01 1.042175e-01 7.616570e-01 3.185256e-01
2.700000e+10 9.023599e-01 9.051026e-02 8.022854e-01 4.029880e-01
2.800000e+10 9.422245e-01 4.931873e-02 8.136055e-01 4.726529e-01
2.900000e+10 9.457885e-01 -1.291111e-02 7.974774e-01 5.083100e-01
3.000000e+10 9.165010e-01 -7.908488e-02 7.623794e-01 5.024912e-01
3.100000e+10 8.624907e-01 -1.319021e-01 7.161574e-01 4.621804e-01
3.200000e+10 7.928384e-01 -1.625964e-01 6.635681e-01 4.022840e-01
