# #nu(Hz) #T #rho #c #s
0.000000e+00 1.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00
1.000000e+09 3.959191e-01 -4.539785e-02 3.913545e-01 3.914899e-02
2.000000e+09 3.719143e-01 -4.954608e-03 3.694215e-01 4.270208e-02
3.000000e+09 9.426143e-01 4.864802e-02 8.140011e-01 4.728185e-01
4.000000e+09 4.466525e-01 -1.100961e-01 4.064843e-01 1.488213e-01
5.000000e+09 3.678441e-01 1.829525e-02 3.495998e-01 1.129359e-01
6.000000e+09 8.291707e-01 1.368916e-01 4.571114e-01 6.781105e-01
7.000000e+09 5.293585e-01 -2.045245e-01 3.845591e-01 3.008395e-01
8.000000e+09 3.805007e-01 2.786218e-02 3.317363e-01 1.842703e-01
9.000000e+09 7.273734e-01 1.997874e-01 1.572067e-01 6.815006e-01
1.000000e+10 6.227894e-01 -3.076307e-01 2.649404e-01 4.722674e-01
1.100000e+10 4.104373e-01 2.352595e-02 3.101691e-01 2.677694e-01
1.200000e+10 6.512673e-01 2.271002e-01 -4.711023e-02 6.085681e-01
1.300000e+10 6.510499e-01 -3.436809e-01 2.980889e-02 5.521421e-01
1.400000e+10 4.619911e-01 1.300129e-03 2.712794e-01 3.739540e-01
1.500000e+10 5.960742e-01 2.276509e-01 -1.845907e-01 5.190432e-01
1.600000e+10 5.774001e-01 -2.760646e-01 -1.898399e-01 4.702552e-01
1.700000e+10 5.427278e-01 -4.603376e-02 1.855007e-01 5.079605e-01
1.800000e+10 5.573105e-01 2.095467e-01 -2.846126e-01 4.309070e-01
1.900000e+10 4.748545e-01 -1.778968e-01 -2.971588e-01 3.248633e-01
2.000000e+10 6.556685e-01 -1.211920e-01 9.196596e-05 6.443708e-01
2.100000e+10 5.338383e-01 1.767720e-01 -3.672652e-01 3.447482e-01
2.200000e+10 3.976821e-01 -1.035185e-01 -3.272253e-01 2.008945e-01
2.300000e+10 7.688628e-01 -1.920219e-01 -3.164807e-01 6.738825e-01
2.400000e+10 5.278121e-01 1.291569e-01 -4.451596e-01 2.524618e-01
2.500000e+10 3.509968e-01 -5.808976e-02 -3.281916e-01 1.100664e-01
2.600000e+10 8.015519e-01 -1.777566e-01 -6.276560e-01 4.657638e-01
2.700000e+10 5.447977e-01 6.234883e-02 -5.234050e-01 1.377112e-01
2.800000e+10 3.273262e-01 -3.415875e-02 -3.229503e-01 4.097253e-02
2.900000e+10 7.428841e-01 -6.785802e-02 -7.283139e-01 1.297343e-01
3.000000e+10 5.926874e-01 -3.093329e-02 -5.913075e-01 -2.601897e-02
3.100000e+10 3.211066e-01 -2.615757e-02 -3.194965e-01 -1.863220e-02
3.200000e+10 6.727407e-01 5.699520e-02 -6.558611e-01 -1.384839e-01
3.300000e+10 6.705918e-01 -1.496138e-01 -5.984097e-01 -2.630872e-01
3.400000e+10 3.305804e-01 -3.229941e-02 -3.193109e-01 -7.925093e-02
3.500000e+10 6.319669e-01 1.544960e-01 -5.299510e-01 -3.076770e-01
3.600000e+10 7.341201e-01 -2.493894e-01 -4.487887e-01 -5.247151e-01
3.700000e+10 3.577194e-01 -5.450099e-02 -3.194938e-01 -1.513822e-01
3.800000e+10 6.194308e-01 2.234995e-01 -4.010533e-01 -4.158110e-01
3.900000e+10 7.037938e-01 -2.510275e-01 -1.495093e-01 -6.402795e-01
4.000000e+10 4.082957e-01 -9.845267e-02 -3.098991e-01 -2.469311e-01
4.100000e+10 6.259910e-01 2.700112e-01 -2.754238e-01 -4.930522e-01
4.200000e+10 5.960674e-01 -1.713077e-01 1.095568e-01 -5.603100e-01
4.300000e+10 4.897353e-01 -1.714706e-01 -2.641514e-01 -3.750500e-01
4.400000e+10 6.449499e-01 2.969055e-01 -1.450165e-01 -5.538752e-01
4.500000e+10 4.909317e-01 -9.057243e-02 2.430470e-01 -4.168198e-01
4.600000e+10 5.956053e-01 -2.669814e-01 -1.315838e-01 -5.158995e-01
4.700000e+10 6.732911e-01 3.031496e-01 2.886830e-03 -6.011762e-01
4.800000e+10 4.177336e-01 -3.851526e-02 2.962889e-01 -2.919433e-01
4.900000e+10 6.689360e-01 -3.278426e-01 1.124192e-01 -5.721508e-01
5.000000e+10 7.119787e-01 2.842373e-01 1.838962e-01 -6.263426e-01
5.100000e+10 3.727918e-01 -1.177818e-02 3.162510e-01 -1.970286e-01
5.200000e+10 6.393802e-01 -2.834994e-01 3.487014e-01 -4.547993e-01
5.300000e+10 7.663456e-01 2.326126e-01 4.136796e-01 -6.017027e-01
5.400000e+10 3.486513e-01 -3.197436e-03 3.262536e-01 -1.229066e-01
5.500000e+10 5.489266e-01 -1.756970e-01 4.513309e-01 -2.583628e-01
5.600000e+10 8.427911e-01 1.415564e-01 6.886337e-01 -4.648034e-01
5.700000e+10 3.411986e-01 -8.914507e-03 3.360337e-01 -5.846667e-02
5.800000e+10 4.717691e-01 -7.834929e-02 4.555123e-01 -9.453047e-02
5.900000e+10 9.282099e-01 2.584546e-02 9.188531e-01 -1.288984e-01
